# Z-profile-Region_3-Statistic_Mean-Coordinate_Current member.uid___A001_X2d20_X398b._NAv1.177__sci.spw31.cube.I.pbcor.fits
# xLabel: [LSRK] Frequency (GHz)
# yLabel: Value (Jy/beam)
# poly[[357.528133pix, 365.046203pix], [359.432230pix, 365.976111pix], [360.478324pix, 366.486994pix], [362.811032pix, 367.173085pix], [365.143741pix, 366.075340pix], [366.447313pix, 363.674022pix], [367.064795pix, 361.752968pix], [366.584532pix, 359.420259pix], [365.143741pix, 357.499205pix], [363.085469pix, 355.166496pix], [360.066669pix, 353.657097pix], [357.528133pix, 353.451269pix], [355.744297pix, 354.274578pix], [353.548807pix, 356.538678pix], [352.794107pix, 358.185296pix], [353.548807pix, 361.547140pix], [354.852379pix, 363.193758pix], [356.430388pix, 364.428722pix], [357.253697pix, 364.908985pix]]	
# poly(wcs:ICRS)[[13:28:59.2743701013, 29:23:26.8869303350], [13:28:59.2525164049, 29:23:27.0264166614], [13:28:59.2405101721, 29:23:27.1030491088], [13:28:59.2137371826, 29:23:27.2059624886], [13:28:59.1869642211, 29:23:27.0413001334], [13:28:59.1720029249, 29:23:26.6811020142], [13:28:59.1649160315, 29:23:26.3929436338], [13:28:59.1704281772, 29:23:26.0430375417], [13:28:59.1869644285, 29:23:25.7548799368], [13:28:59.2105875934, 29:23:25.4049741637], [13:28:59.2452348198, 29:23:25.1785645013], [13:28:59.2743699666, 29:23:25.1476902289], [13:28:59.2948433294, 29:23:25.2711861992], [13:28:59.3200413713, 29:23:25.6108004091], [13:28:59.3287032384, 29:23:25.8577927702], [13:28:59.3200415232, 29:23:26.3620698038], [13:28:59.3050802219, 29:23:26.6090629462], [13:28:59.2869691332, 29:23:26.7943078771], [13:28:59.2775198601, 29:23:26.8663475678]]	
# x	y
101.9208557664	-1.5259422711e-4
101.9228088299	7.4101077268e-5
101.9247618934	3.5840368814e-4
101.9267149569	-5.8258221340e-5
101.9286680204	1.4585608420e-5
101.93062108390001	2.5798667366e-4
101.9325741474	-6.8573574810e-6
101.9345272109	1.3080962815e-4
101.9364802744	-1.3092736269e-4
101.9384333379	-2.4753705732e-4
101.9403864014	-3.2469091560e-4
101.9423394649	4.4559004963e-4
101.9442925284	4.2786194549e-5
101.9462455919	3.7671982625e-5
101.9481986554	9.7604327827e-5
101.9501517189	1.4262471861e-4
101.9521047824	1.7981838440e-5
101.9540578459	-7.9234369854e-5
101.9560109094	-2.4930967026e-5
101.9579639729	2.7895351928e-4
101.9599170364	-1.4256595167e-4
101.9618700999	-4.4272917485e-5
101.9638231634	-2.3615073804e-4
101.9657762269	-1.3270237081e-4
101.9677292904	1.6155304554e-4
101.9696823539	-1.7900842862e-4
101.9716354174	-1.4134932101e-4
101.9735884809	-7.1999308504e-4
101.9755415444	-7.6090898303e-5
101.9774946079	-1.8479793516e-5
101.9794476714	-5.8158117894e-5
101.9814007349	1.2843056503e-4
101.9833537984	7.1269789273e-5
101.9853068619	3.0145636626e-4
101.9872599254	2.1981921044e-4
101.9892129889	-1.2854852752e-5
101.9911660524	-6.6525923898e-5
101.9931191159	-2.2795895331e-4
101.9950721794	4.0665486394e-5
101.9970252429	-4.7561658729e-4
101.9989783064	1.7471625916e-4
102.0009313699	9.7700263420e-5
102.0028844334	-2.6208364484e-4
102.0048374969	-5.7690217670e-5
102.0067905604	-1.0846526239e-4
102.0087436239	4.0045656147e-5
102.0106966874	1.1591871179e-4
102.0126497509	-1.3099934371e-5
102.0146028144	-3.8174756584e-5
102.0165558779	-7.4512304983e-5
102.0185089414	-3.2902064545e-4
102.0204620049	1.8393928392e-4
102.0224150684	-9.7021718092e-5
102.0243681319	-4.9575904790e-5
102.0263211954	-1.4816970412e-4
102.0282742589	-1.1742976101e-4
102.0302273224	-2.9714809260e-4
102.0321803859	-8.8561832517e-5
102.0341334494	3.0165930452e-4
102.0360865129	2.1501894596e-4
102.0380395764	1.8349640649e-5
102.0399926399	-1.0646478807e-4
102.0419457034	-1.2707386337e-4
102.0438987669	-5.0455449265e-4
102.0458518304	-1.5965294176e-4
102.0478048939	1.1187012435e-4
102.0497579574	-1.3412467827e-5
102.0517110209	5.4159903418e-4
102.0536640844	-1.1419647596e-4
102.0556171479	1.2319034750e-4
102.0575702114	3.5593124657e-5
102.0595232749	1.0717952204e-4
102.0614763384	2.2974800437e-4
102.0634294019	-4.2452393745e-5
102.0653824654	5.0613602988e-5
102.0673355289	2.6203024321e-4
102.0692885924	-5.7110862486e-5
102.0712416559	1.6752273871e-4
102.0731947194	-5.4578074519e-6
102.0751477829	1.8610184777e-5
102.0771008464	3.2612372163e-4
102.0790539099	1.3063745154e-5
102.0810069734	-1.5807450865e-4
102.0829600369	1.4270644419e-5
102.0849131004	1.8982678421e-4
102.0868661639	1.6180634472e-4
102.0888192274	3.5263546090e-6
102.0907722909	-2.2958353866e-4
102.0927253544	2.3837362491e-4
102.0946784179	2.6210319597e-5
102.0966314814	-1.1701535841e-4
102.0985845449	3.7649675754e-5
102.1005376084	9.9414204405e-5
102.1024906719	-2.0806878746e-4
102.1044437354	-1.0060878819e-4
102.1063967989	3.0599768662e-4
102.1083498624	1.9865686207e-5
102.1103029259	-1.0858519091e-4
102.1122559894	-4.4600678363e-5
102.1142090529	-1.6360160458e-4
102.1161621164	5.8516644454e-6
102.1181151799	3.2322960871e-5
102.1200682434	-1.8760120874e-4
102.1220213069	-2.0011887948e-4
102.1239743704	-4.6512075868e-5
102.1259274339	-5.9872874321e-5
102.1278804974	-3.3261180475e-4
102.1298335609	-1.0051493089e-4
102.13178662440001	1.5034099232e-4
102.1337396879	5.8935240270e-6
102.1356927514	-3.0915594358e-4
102.1376458149	-2.0148341601e-5
102.1395988784	3.4892879122e-4
102.1415519419	1.9210359790e-4
102.1435050054	-1.7541848272e-6
102.1454580689	1.4919423449e-4
102.1474111324	-5.4051446559e-5
102.1493641959	2.9536531943e-4
102.1513172594	3.0446029192e-4
102.1532703229	6.1015560659e-5
102.1552233864	-4.0457757570e-5
102.1571764499	-2.5676551026e-5
102.1591295134	-1.7244416362e-5
102.1610825769	-3.0431261556e-4
102.1630356404	-2.8674152159e-4
102.1649887039	-2.6926370948e-5
102.1669417674	8.8876555849e-5
102.1688948309	-4.3163874321e-4
102.1708478944	-3.9515596983e-5
102.1728009579	2.8658195785e-5
102.1747540214	-3.0352046212e-4
102.1767070849	3.4200864859e-5
102.1786601484	-3.4396686853e-5
102.1806132119	-1.2493007042e-4
102.1825662754	-9.5687047274e-5
102.1845193389	-6.8841407426e-5
102.1864724024	-6.0923999016e-5
102.1884254659	9.7157396144e-5
102.19037852940001	-1.2948763679e-4
102.1923315929	1.2949135890e-4
102.1942846564	3.8331659311e-4
102.1962377199	2.3119325245e-4
102.1981907834	-2.2595677751e-4
102.2001438469	-2.5369169928e-5
102.2020969104	-2.7729605880e-5
102.2040499739	-4.4629843880e-5
102.2060030374	3.9428604350e-4
102.2079561009	1.1306404165e-4
102.2099091644	4.2414515395e-5
102.2118622279	3.4389509143e-4
102.2138152914	-3.1701274963e-5
102.2157683549	-8.0650627337e-5
102.2177214184	2.5677942370e-4
102.2196744819	9.0067878982e-5
